id,name,language.code,language.href,syllabic,feature.id,feature.href,category,status.code,status.href,concise.code,concise.href,generic.code,generic.href,location,province.code,province.href,map,relevance,accuracy,latitude,longitude,decision
OAGAX,Frobisher,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,33e24964c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/33e24964c6ce11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,104,https://geogratis.gc.ca/services/geoname/en/codes/generic/104,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,025N10,30000000,100,63.75,-68.516667,1979-03-09
EHZJK,Sainte-Foy,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
KAHUP,Territoire du Yukon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,68b803ebba3611d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/68b803ebba3611d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,TERR,https://geogratis.gc.ca/services/geoname/en/codes/concise/TERR,510,https://geogratis.gc.ca/services/geoname/en/codes/generic/510,,60,https://geogratis.gc.ca/services/geoname/en/codes/province/60,105L15,30000000,100,63.0,-135.0,1983-11-23
DBBWP,New Brunswick,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7bf1dba0ba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7bf1dba0ba1f11d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,13,https://geogratis.gc.ca/services/geoname/en/codes/province/13,MCR77,30000000,100,46.5,-66.0,1983-11-23
ACPVZ,Terre-Neuve-et-Labrador,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,64b474a0ba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/64b474a0ba1f11d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,MCR77,30000000,100,53.23,-59.999167,2001-12-06
FEVNT,Ottawa,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,f7365c02d05211d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/f7365c02d05211d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Carleton; Russell",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,031G05,30000000,100,45.33339,-75.58429,2001-01-01
FEUZB,Toronto,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0e31fef3d05311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/0e31fef3d05311d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"York",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,030M11,30000000,100,43.7417,-79.3733,1998-01-01
KAHLF,Yukon Territory,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,68b803ebba3611d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/68b803ebba3611d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,TERR,https://geogratis.gc.ca/services/geoname/en/codes/concise/TERR,492,https://geogratis.gc.ca/services/geoname/en/codes/generic/492,,60,https://geogratis.gc.ca/services/geoname/en/codes/province/60,105L15,30000000,100,63.0,-135.0,1898-06-13
LBCFC,Territoires du Nord-Ouest,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7b8b0c45ba3611d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7b8b0c45ba3611d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TERR,https://geogratis.gc.ca/services/geoname/en/codes/concise/TERR,510,https://geogratis.gc.ca/services/geoname/en/codes/generic/510,,61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,MCR130,30000000,100,69.500306,-121.502223,1999-04-01
JDAKU,Colombie-Britannique,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,43b1b6b3ba3611d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/43b1b6b3ba3611d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,MCR3,30000000,100,54.0,-125.0,1983-11-23
ABEFS,St. John's,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,9922f349c6be11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/9922f349c6be11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,001N07,30000000,100,47.482197,-52.797069,1986-01-01
ACPVY,Newfoundland and Labrador,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,64b474a0ba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/64b474a0ba1f11d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,MCR77,30000000,100,53.23,-59.999167,2001-12-06
BAARG,Charlottetown,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7793ebdfd05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7793ebdfd05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Queens",11,https://geogratis.gc.ca/services/geoname/en/codes/province/11,011L03,30000000,100,46.240278,-63.134722,1996-06-17
ABRBH,Newfoundland,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,64b474a0ba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/64b474a0ba1f11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,MCR77,30000000,100,53.23,-59.999167,2001-12-06
DAFMJ,Fredericton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,214dbdded05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/214dbdded05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"York",13,https://geogratis.gc.ca/services/geoname/en/codes/province/13,021G15,30000000,100,45.945278,-66.666667,1994-02-22
GBGYI,Manitoba,cre,https://geogratis.gc.ca/services/geoname/en/codes/language/cre,,b8cef9b1bbe011d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/b8cef9b1bbe011d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,MCR27,30000000,100,55.0,-97.0,1905-12-31
EFLXW,Beauport,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
EHTWR,Québec,mis,https://geogratis.gc.ca/services/geoname/en/codes/language/mis,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Capitale-Nationale",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
BACBM,Prince Edward Island,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7202fafcba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7202fafcba1f11d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,11,https://geogratis.gc.ca/services/geoname/en/codes/province/11,MCR77,30000000,100,46.5,-63.0,1898-12-31
HAWKP,Saskatchewan,cre,https://geogratis.gc.ca/services/geoname/en/codes/language/cre,,b8df2652bbe011d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/b8df2652bbe011d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,073J01,30000000,100,54.000051,-106.000496,1905-12-31
JDAKT,British Columbia,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,43b1b6b3ba3611d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/43b1b6b3ba3611d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,MCR3,30000000,100,54.0,-125.0,1958-12-31
EITUH,Val-Bélair,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
ABRBI,Terre-Neuve,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,64b474a0ba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/64b474a0ba1f11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,10,https://geogratis.gc.ca/services/geoname/en/codes/province/10,MCR77,30000000,100,53.23,-59.999167,2001-12-06
LBCFB,Northwest Territories,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7b8b0c45ba3611d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7b8b0c45ba3611d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TERR,https://geogratis.gc.ca/services/geoname/en/codes/concise/TERR,492,https://geogratis.gc.ca/services/geoname/en/codes/generic/492,,61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,MCR130,30000000,100,69.500306,-121.502223,1983-11-23
EKOKV,Cap-Rouge,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
EIKFT,Vanier,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
OATRP,Iqaluit,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,ᐃᖃᓗᐃᑦ,33e24964c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/33e24964c6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,025N10,30000000,100,63.75,-68.516667,2001-04-19
EFGGJ,Quebec,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,6f733341ba2011d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6f733341ba2011d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,033A01,30000000,100,52.0,-72.0,1983-11-23
LBAMG,Yellowknife,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,8a06ef10d05411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/8a06ef10d05411d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Mackenzie",61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,085J08,30000000,100,62.4536,-114.37,1980-05-15
EPSTH,Saint-Émile,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
FEHRI,Ontario,mis,https://geogratis.gc.ca/services/geoname/en/codes/language/mis,,b8734520bbe011d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/b8734520bbe011d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,MCR39,30000000,100,49.25,-84.5,1867-07-01
OAGBB,Frobisher Bay,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,33e24964c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/33e24964c6ce11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,TOWN,https://geogratis.gc.ca/services/geoname/en/codes/concise/TOWN,2,https://geogratis.gc.ca/services/geoname/en/codes/generic/2,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,025N10,30000000,100,63.75,-68.516667,1987-01-01
DBBWQ,Nouveau-Brunswick,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7bf1dba0ba1f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7bf1dba0ba1f11d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,13,https://geogratis.gc.ca/services/geoname/en/codes/province/13,MCR77,30000000,100,46.5,-66.0,1983-11-23
OAUFQ,Nunavut,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,ᓄᓇᕗᑦ,b8f98c24bbe011d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/b8f98c24bbe011d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,TERR,https://geogratis.gc.ca/services/geoname/en/codes/concise/TERR,492,https://geogratis.gc.ca/services/geoname/en/codes/generic/492,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,057E03,30000000,100,70.166667,-90.733333,1999-04-01
EFGGK,Québec,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,6f733341ba2011d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6f733341ba2011d892e2080020a0f4c9,P,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,PROV,https://geogratis.gc.ca/services/geoname/en/codes/concise/PROV,491,https://geogratis.gc.ca/services/geoname/en/codes/generic/491,,24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,033A01,30000000,100,52.0,-72.0,1983-11-23
HAIMP,Regina,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0c2c63fa849c20c37a6b935d6eea300f,https://geogratis.gc.ca/services/geoname/en/features/0c2c63fa849c20c37a6b935d6eea300f,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,072I07,30000000,100,50.4548389,-104.6066083,1947-03-13
EFWCZ,Charlesbourg,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,24e21a60be4811d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/24e21a60be4811d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Québec; Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,021L14,30000000,100,46.813819,-71.207997,2002-01-24
KAHFT,Whitehorse,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0cf79a10849c20c37dcca8291439f697,https://geogratis.gc.ca/services/geoname/en/features/0cf79a10849c20c37dcca8291439f697,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,60,https://geogratis.gc.ca/services/geoname/en/codes/province/60,105D11,30000000,100,60.7242144,-135.0560981,1948-10-07
